District_Key   , District       , Year_AD, Year_BS, Province              , Elevation_Min     , Elevation_Max    , Slope_Median      , Landform, Parent_Material, Dominant_Soil, area    , longitude, latitude, Potassium_mean   , Nitrogen_mean     , OrganicMatter_mean, Phosphorous_mean , pH_mean         , Barley_Area_Ha, Maize_Area_Ha, Millet_Area_Ha, Wheat_Area_Ha, Barley_Production_Mt, Maize_Production_Mt, Millet_Production_Mt, Wheat_Production_Mt, Barley_Yield_MtHa, Maize_Yield_MtHa, Millet_Yield_MtHa, Wheat_Yield_MtHa
KANCHANPUR     , KANCHANPUR     ,2023, 2079/80, Sudurpashchim Province,159.152694702148,1505.19421386719,205.706359863281, LV      , UF1            , CMg          ,1618.111,80.323,28.862,131.272540609046,0.0896434820632919,1.77377424661822,34.5890023763427,7.30370091375685, 13.0          , 3095.0       , N/A           , 31210.0      , 9.0                 , 13928.0            , N/A                 , 100808.0           , 0.69             , 4.5             , N/A              , 3.23
KAPILBASTU     , KAPILBASTU     ,2023, 2079/80, Lumbini Province      ,88.7635269165039,1265.87573242188,116.869033813477, TH      , SC2            , RGd          ,1651.659,82.983,27.628,203.623103057436,0.100917059609816,1.89117043368294,64.6511899229649,7.24225859112583, 97.0          , 1352.0       , N/A           , 28305.0      , 181.4               , 4519.0             , N/A                 , 97540.0            , 1.87             , 3.34            , N/A              , 3.45
KASKI          , KASKI          ,2023, 2079/80, Gandaki Province      ,383.5,7879.4404296875,2135.43920898438, TM      , MA2            , LPi          ,2085.276,83.999,28.355,178.985725944854,0.15442640435205,3.1027342045444,72.053408605867,5.63889217427502, 6.0           , 12443.0      , 9195.0        , 5500.0       , 6.0                 , 36707.0            , 14252.0             , 13805.0            , 1.0              , 2.95            , 1.55             , 2.51
KATHMANDU      , KATHMANDU      ,2023, 2079/80, Bagmati Province      ,842.585571289062,2713.25439453125,1415.49719238281, TM      , MA1            , CMe          ,413.659,85.35,27.728,264.110593875468,0.15712586664956,3.18734821490731,103.441143050215,5.68077896464943, N/A           , 6317.0       , 602.0         , 2043.0       , N/A                 , 25331.0            , 632.0               , 9480.0             , N/A              , 4.01            , 1.05             , 4.64
KAVRE          , KAVRE          ,2023, 2079/80, Bagmati Province      ,280.526916503906,2921.60424804688,1358.27575683594, SV      , UF2            , CMg          ,1394.031,85.622,27.535,298.620999192077,0.152830672384332,3.18282895525467,89.9861738568235,5.99011701081785, 347.0         , 25620.0      , 3510.0        , 8550.0       , 340.0               , 89670.0            , 4563.0              , 24795.0            , 0.98             , 3.5             , 1.3              , 2.9
KHOTANG        , KHOTANG        ,2023, 2079/80, Koshi Province        ,161.5,3623.7294921875,1295.84375, SV      , UF2            , CMg          ,1589.458,86.789,27.168,570.506424330257,0.164639770228709,3.36871857330258,142.774027765281,6.11313324047924, 350.0         , 31845.0      , 21315.0       , 3530.0       , 478.0               , 56684.0            , 38367.0             , 6531.0             , 1.37             , 1.78            , 1.8              , 1.85
LALITPUR       , LALITPUR       ,2023, 2079/80, Bagmati Province      ,414.401641845703,2810.4365234375,1518.54248046875, TM      , MB1            , CMx          ,396.834,85.345,27.539,328.699357392353,0.170693859182162,3.60404062064105,97.8892885375356,5.90752661792669, 40.0          , 9160.0       , 520.0         , 2502.0       , 48.0                , 36823.0            , 546.0               , 9357.0             , 1.21             , 4.02            , 1.05             , 3.74
LAMJUNG        , LAMJUNG        ,2023, 2079/80, Gandaki Province      ,374.116546630859,7849.52392578125,1924.53607177734, TM      , MA2            , LPi          ,1663.107,84.432,28.289,166.638125907701,0.156077489873808,3.29657830796891,114.977490910563,5.76887646030865, 10.0          , 12570.0      , 7200.0        , 15.0         , 18.0                , 30797.0            , 8784.0              , 39.0               , 1.75             , 2.45            , 1.22             , 2.62
MAHOTTARI      , MAHOTTARI      ,2023, 2079/80, Madhesh Province      ,58.5692291259766,793.34814453125,102.198787689209, TH      , SC2            , RGd          ,1000.874,85.822,26.879,89.0523401931743,0.105505414448629,1.53681448264249,35.7023984353165,6.21434485707373, 10.0          , 9754.0       , 300.0         , 29320.0      , 12.0                , 29783.0            , 330.0               , 98640.0            , 1.18             , 3.05            , 1.0              , 3.36
MAKAWANPUR     , MAKAWANPUR     ,2023, 2079/80, Bagmati Province      ,139.0,2580.658203125,664.185089111328, TM      , MA1            , CMe          ,2443.827,85.081,27.47,248.747604545184,0.13183394525659,3.00095802938863,120.159976703518,5.78593868284733, 240.0         , 24120.0      , 2655.0        , 3840.0       , 312.0               , 72360.0            , 3186.0              , 13440.0            , 1.3              , 3.0             , 1.2              , 3.5
MANANG         , MANANG         ,2023, 2079/80, Gandaki Province      ,1477.93371582031,8034.90625,4928.43676757812, TM      , MA2            , LPi          ,2321.552,84.227,28.673,424.921603423183,0.325862603338019,4.32103379351421,141.003324216083,6.24244846556951, 122.0         , 135.0        , 2.0           , 105.0        , 195.0               , 267.0              , 2.0                 , 247.0              , 1.6              , 1.98            , 1.0              , 2.35
MORANG         , MORANG         ,2023, 2079/80, Koshi Province        ,57.9486808776855,2364.02392578125,105.974941253662, TM      , MA1            , CMe          ,1822.713,87.473,26.617,181.23714618601,0.0942170460435101,1.92586307621722,37.6410558182245,6.32608321795286, N/A           , 20052.0      , 1290.0        , 11755.0      , N/A                 , 132343.0           , 1587.0              , 33687.0            , N/A              , 6.6             , 1.23             , 2.87
MUGU           , MUGU           ,2023, 2079/80, Karnali Province      ,1094.0,6809.84716796875,3999.96142578125, TM      , MA2            , LPi          ,3233.739,82.372,29.618,263.380068569702,0.125506275252399,4.08698874927317,186.690619187985,7.09450580244332, 630.0         , 2635.0       , 2122.0        , 1782.0       , 1140.0              , 1341.0             , 4196.0              , 3276.0             , 1.81             , 0.51            , 1.98             , 1.84
MUSTANG        , MUSTANG        ,2023, 2079/80, Gandaki Province      ,1770.47045898438,6987.1884765625,4730.4482421875, TM      , MA2            , LPi          ,3564.949,83.86,28.981,379.323829357573,0.215011607281011,4.07517509544559,155.788660422972,6.63328320750388, 44.0          , 55.0         , 2.0           , 74.0         , 69.0                , 81.0               , 2.0                 , 125.0              , 1.57             , 1.47            , 1.0              , 1.69
MYAGDI         , MYAGDI         ,2023, 2079/80, Gandaki Province      ,776.0478515625,8116.4580078125,3171.29016113281, TM      , MA2            , LPi          ,2285.539,83.462,28.553,353.13606139049,0.173414576561193,3.68759349691876,214.482872536434,6.04501443362091, 260.0         , 8800.0       , 2500.0        , 2400.0       , 374.0               , 29920.0            , 3075.0              , 5952.0             , 1.44             , 3.4             , 1.23             , 2.48
NAWALPARASIEAST, NAWALPARASIEAST,2023, 2079/80, Gandaki Province      ,106.5,1893.65856933594,337.243438720703, TM      , MA1            , CMe          ,1426.415,84.064,27.687,171.301081827196,0.121214691114625,2.32493160430211,53.2872014070441,6.07211767656373, 150.0         , 9500.0       , 258.0         , 7110.0       , 188.0               , 28880.0            , 294.0               , 19481.0            , 1.25             , 3.04            , 1.14             , 2.74
NAWALPARASIWEST, NAWALPARASIWEST,2023, 2079/80, Lumbini Province      ,99.0,1166.69519042969,115.263748168945, TH      , SC2            , RGd          ,726.466,83.741,27.528,116.764238598711,0.0844409889655,1.64869655736131,44.392201661222,7.34831070223391, 10.0          , 2146.0       , 45.0          , 8500.0       , 12.0                , 7362.0             , 47.0                , 26775.0            , 1.2              , 3.43            , 1.04             , 3.15
NUWAKOT        , NUWAKOT        ,2023, 2079/80, Bagmati Province      ,412.0,5062.8427734375,1334.30712890625, TM      , MA2            , RGe          ,1193.274,85.238,27.915,225.217758376186,0.165817219876061,3.11697339822482,56.0506968669311,5.84125763226907, 154.0         , 16218.0      , 5114.0        , 4493.0       , 194.0               , 49457.0            , 7258.0              , 16021.0            , 1.26             , 3.05            , 1.42             , 3.57
OKHALDHUNGA    , OKHALDHUNGA    ,2023, 2079/80, Koshi Province        ,331.0,3433.61499023438,1487.54565429688, TM      , MA2            , CMu          ,1076.205,86.421,27.329,485.824933423802,0.181701865172169,3.66111232283744,119.537118790117,5.88399072874108, 80.0          , 12400.0      , 7751.0        , 2145.0       , 110.0               , 40920.0            , 19378.0             , 3330.0             , 1.38             , 3.3             , 2.5              , 1.55
PALPA          , PALPA          ,2023, 2079/80, Lumbini Province      ,218.424285888672,1890.34606933594,990.207244873047, TM      , MA1            , CMe          ,1462.567,83.626,27.817,256.894220190774,0.137318277557528,3.03297254540623,91.8766897122486,6.33758812670282, 144.0         , 21867.0      , 2418.0        , 5760.0       , 162.7               , 58136.0            , 3216.0              , 13248.0            , 1.13             , 2.66            , 1.33             , 2.3
PANCHTHAR      , PANCHTHAR      ,2023, 2079/80, Koshi Province        ,331.5,4615.68359375,1605.63793945312, SV      , UF2            , CMg          ,1248.063,87.778,27.115,316.494627782254,0.124330485249073,3.10273955703911,240.324144548503,6.10174908627369, 300.0         , 18658.0      , 3208.0        , 3902.0       , 390.0               , 42913.0            , 6416.0              , 6476.0             , 1.3              , 2.3             , 2.0              , 1.66
PARBAT         , PARBAT         ,2023, 2079/80, Gandaki Province      ,526.0,3286.6259765625,1395.09533691406, TM      , MA2            , CMu          ,541.664,83.681,28.211,207.84815559118,0.169950491356389,3.40349507110183,82.9595952352668,5.73858091079885, 55.0          , 12500.0      , 7350.0        , 2230.0       , 72.0                , 32313.0            , 8159.0              , 5441.0             , 1.31             , 2.59            , 1.11             , 2.44
PARSA          , PARSA          ,2023, 2079/80, Madhesh Province      ,75.6167449951172,846.730163574219,180.81787109375, TH      , SC2            , RGd          ,1407.074,84.782,27.239,106.294523352761,0.0890366639011917,1.41976793800242,32.6341705774616,6.12336358832026, 35.0          , 4189.0       , 36.0          , 26065.0      , 51.0                , 17166.0            , 36.0                , 97612.0            , 1.46             , 4.1             , 1.0              , 3.74
PYUTHAN        , PYUTHAN        ,2023, 2079/80, Lumbini Province      ,316.0,3612.08178710938,1253.53210449219, TM      , MA2            , RGe          ,1321.108,82.867,28.115,467.06105633097,0.109934012073795,2.36062430387048,171.061623965142,6.39066998109686, 560.0         , 12140.0      , 1894.0        , 8696.0       , 606.0               , 36650.0            , 2519.0              , 25114.0            , 1.08             , 3.02            , 1.33             , 2.89
RAMECHHAP      , RAMECHHAP      ,2023, 2079/80, Bagmati Province      ,402.5,6837.0185546875,1720.99377441406, TM      , MA2            , LPi          ,1564.314,86.18,27.513,315.893055471425,0.156598731635481,3.18118514770153,83.7272694841293,5.93530521552835, 63.0          , 22166.0      , 4884.0        , 3674.0       , 85.0                , 65168.0            , 5470.0              , 8560.0             , 1.35             , 2.94            , 1.12             , 2.33
RASUWA         , RASUWA         ,2023, 2079/80, Bagmati Province      ,613.395568847656,7204.4150390625,3741.8671875, TM      , MA2            , LPi          ,1501.12,85.418,28.183,303.947637318664,0.191512472635851,3.79950059194161,57.2098591681754,5.89673986838381, 243.0         , 2524.0       , 895.0         , 759.0        , 331.0               , 6374.0             , 1012.0              , 1230.0             , 1.36             , 2.53            , 1.13             , 1.62
